Contig	COG	Name	Start	End
PROKKA_02978	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	1	389
PROKKA_02979	COG2086	Electron transfer flavoprotein, alpha and beta subunits	1	264
PROKKA_02980	COG2025	Electron transfer flavoprotein, alpha subunit	12	255
PROKKA_02981	COG2340	Uncharacterized conserved protein YkwD, contains CAP (CSP/antigen 5/PR1) domain	179	312
PROKKA_02981	COG2340	Uncharacterized conserved protein YkwD, contains CAP (CSP/antigen 5/PR1) domain	60	157
PROKKA_02982	COG1739	Putative translation regulator, IMPACT (imprinted ancient) protein family	1	200
PROKKA_02983	COG0232	dGTP triphosphohydrolase	17	324
PROKKA_02984	COG0358	DNA primase (bacterial type)	1	540
PROKKA_02985	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	68	363
PROKKA_02986	COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	325	1231
PROKKA_02986	COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	11	283
PROKKA_02987	COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	2	831
PROKKA_02988	COG0048	Ribosomal protein S12	1	130
PROKKA_02989	COG0049	Ribosomal protein S7	2	149
PROKKA_02990	COG0480	Translation elongation factor EF-G, a GTPase	5	239
PROKKA_02991	COG0480	Translation elongation factor EF-G, a GTPase	1	46
PROKKA_02992	COG0480	Translation elongation factor EF-G, a GTPase	1	335
PROKKA_02993	COG0480	Translation elongation factor EF-G, a GTPase	1	61
PROKKA_02994	COG0050	Translation elongation factor EF-Tu, a GTPase	1	400
PROKKA_02995	COG1104	Cysteine sulfinate desulfinase/cysteine desulfurase or related enzyme	1	373
PROKKA_02996	COG2233	Xanthine/uracil permease	16	391
PROKKA_02997	COG1592	Rubrerythrin	59	183
PROKKA_02997	COG1592	Rubrerythrin	2	34
PROKKA_02998	COG2217	Cation transport ATPase	3	742
PROKKA_02999	COG1937	DNA-binding transcriptional regulator, FrmR family	33	98
PROKKA_03000	COG4947	Esterase/lipase superfamily enzyme	6	244
PROKKA_03002	COG0227	Ribosomal protein L28	1	62
PROKKA_03003	COG1994	Zn-dependent protease (includes SpoIVFB)	12	181
PROKKA_03004	COG1354	Chromatin segregation and condensation protein Rec8/ScpA/Scc1, kleisin family	3	220
PROKKA_03005	COG1386	Chromosome segregation and condensation protein ScpB	1	178
PROKKA_03007	COG3874	Uncharacterized spore protein YtfJ	1	116
PROKKA_03008	COG1187	16S rRNA U516 pseudouridylate synthase RsuA and related 23S rRNA U2605, pseudouridylate synthases	3	239
PROKKA_03009	COG0733	Na+-dependent transporter, SNF family	2	452
PROKKA_03010	COG3279	DNA-binding response regulator, LytR/AlgR family	1	231
PROKKA_03011	COG3290	Sensor histidine kinase regulating citrate/malate metabolism	241	426
PROKKA_03012	COG1781	Aspartate carbamoyltransferase, regulatory subunit	1	85
PROKKA_03013	COG0540	Aspartate carbamoyltransferase, catalytic chain	1	80
PROKKA_03014	COG0540	Aspartate carbamoyltransferase, catalytic chain	1	219
PROKKA_03015	COG2188	DNA-binding transcriptional regulator, GntR family	20	249
PROKKA_03017	COG0210	Superfamily I DNA or RNA helicase	24	437
PROKKA_03018	COG0210	Superfamily I DNA or RNA helicase	1	181
PROKKA_03019	COG1351	Thymidylate synthase ThyX	12	222
PROKKA_03020	COG0125	Thymidylate kinase	3	43
PROKKA_03021	COG0125	Thymidylate kinase	1	122
PROKKA_03024	COG1559	Cell division protein YceG, involved in septum cleavage	14	167
PROKKA_03025	COG0826	Collagenase-like protease, PrtC family	1	317
PROKKA_03026	COG3503	Uncharacterized membrane protein	4	105
PROKKA_03027	COG0716	Flavodoxin	1	132
PROKKA_03029	COG1011	FMN phosphatase YigB, HAD superfamily	1	183
PROKKA_00009	COG0776	Bacterial nucleoid DNA-binding protein	19	111
PROKKA_00010	COG0176	Transaldolase	1	216
PROKKA_00013	COG4973	Site-specific recombinase XerC	6	152
PROKKA_00019	COG0610	Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ...	402	1110
PROKKA_00020	COG0732	Restriction endonuclease S subunit	20	428
PROKKA_00021	COG0286	Type I restriction-modification system, DNA methylase subunit	1	447
PROKKA_00024	COG0090	Ribosomal protein L2	1	78
PROKKA_00037	COG3550	Serine/threonine protein kinase HipA, toxin component of the HipAB toxin-antitoxin module	103	287
PROKKA_00040	COG5545	Predicted P-loop ATPase and inactivated derivatives	131	328
PROKKA_00045	COG4206	Outer membrane cobalamin receptor protein	71	190
PROKKA_00046	COG4206	Outer membrane cobalamin receptor protein	115	340
PROKKA_00052	COG0614	ABC-type Fe3+-hydroxamate transport system, periplasmic component	89	366
PROKKA_00053	COG2109	ATP:corrinoid adenosyltransferase	2	178
PROKKA_00055	COG2985	Uncharacterized membrane protein YbjL, putative transporter	38	559
PROKKA_00055	COG2985	Uncharacterized membrane protein YbjL, putative transporter	378	560
PROKKA_00057	COG2102	Diphthamide synthase (EF-2-diphthine--ammonia ligase)	5	201
PROKKA_00058	COG4771	Outer membrane receptor for ferrienterochelin and colicins	128	764
PROKKA_00061	COG0322	Excinuclease UvrABC, nuclease subunit	5	604
PROKKA_00064	COG1752	Predicted acylesterase/phospholipase RssA, containd patatin domain	15	248
PROKKA_00066	COG0212	5-formyltetrahydrofolate cyclo-ligase	1	178
PROKKA_00068	COG1053	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	32	637
PROKKA_00069	COG0479	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	1	239
PROKKA_00076	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	23	179
PROKKA_00077	COG1983	Phage shock protein PspC (stress-responsive transcriptional regulator)	101	162
PROKKA_00078	COG1983	Phage shock protein PspC (stress-responsive transcriptional regulator)	6	69
PROKKA_00079	COG1695	DNA-binding transcriptional regulator, PadR family	8	110
PROKKA_00081	COG1983	Phage shock protein PspC (stress-responsive transcriptional regulator)	102	174
PROKKA_00082	COG0205	6-phosphofructokinase	4	326
PROKKA_00083	COG0524	Sugar or nucleoside kinase, ribokinase family	44	327
PROKKA_00084	COG1216	Glycosyltransferase, GT2 family	1	284
PROKKA_00085	COG4232	Thiol:disulfide interchange protein	208	599
PROKKA_00097	COG0286	Type I restriction-modification system, DNA methylase subunit	60	164
PROKKA_00120	COG3344	Retron-type reverse transcriptase	36	234
PROKKA_00124	COG2017	Galactose mutarotase or related enzyme	6	328
PROKKA_00125	COG3118	Negative regulator of GroEL, contains thioredoxin-like and TPR-like domains	5	104
PROKKA_00126	COG0587	DNA polymerase III, alpha subunit	1	1212
PROKKA_00129	COG0169	Shikimate 5-dehydrogenase	1	243
PROKKA_00130	COG2035	Uncharacterized membrane protein	3	245
PROKKA_00132	COG0793	C-terminal processing protease CtpA/Prc, contains a PDZ domain	26	336
PROKKA_00133	COG0124	Histidyl-tRNA synthetase	4	451
PROKKA_00134	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	6	541
PROKKA_00134	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	5	258
PROKKA_00135	COG1592	Rubrerythrin	6	186
PROKKA_00136	COG2843	Poly-gamma-glutamate biosynthesis protein CapA/YwtB (capsule formation), metallophosphatase superfamily	69	281
PROKKA_00137	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily	6	270
PROKKA_00141	COG1408	Predicted phosphohydrolase, MPP superfamily	121	386
PROKKA_00142	COG1985	Pyrimidine reductase, riboflavin biosynthesis	3	193
PROKKA_00143	COG1538	Outer membrane protein TolC	172	461
PROKKA_00143	COG1538	Outer membrane protein TolC	284	479
PROKKA_00144	COG1566	Multidrug resistance efflux pump	47	274
PROKKA_00145	COG0842	ABC-type multidrug transport system, permease component	136	374
PROKKA_00146	COG0842	ABC-type multidrug transport system, permease component	183	385
PROKKA_00149	COG3279	DNA-binding response regulator, LytR/AlgR family	1	246
PROKKA_00150	COG3275	Sensor histidine kinase, LytS/YehU family	233	413
PROKKA_00151	COG0663	Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily	1	166
PROKKA_00152	COG3956	Uncharacterized conserved protein YabN, contains tetrapyrrole methylase and MazG-like pyrophosphatase domain	12	261
PROKKA_00153	COG3525	N-acetyl-beta-hexosaminidase	49	558
PROKKA_00157	COG0072	Phenylalanyl-tRNA synthetase beta subunit	151	820
PROKKA_00158	COG1350	Predicted alternative tryptophan synthase beta-subunit (paralog of TrpB)	4	434
PROKKA_00160	COG0019	Diaminopimelate decarboxylase	13	381
PROKKA_00161	COG0382	4-hydroxybenzoate polyprenyltransferase	67	355
PROKKA_00162	COG0481	Translation elongation factor EF-4, membrane-bound GTPase	1	596
PROKKA_00163	COG1022	Long-chain acyl-CoA synthetase (AMP-forming)	13	619
PROKKA_00167	COG2885	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins	264	386
PROKKA_00172	COG1158	Transcription termination factor Rho	207	575
PROKKA_00174	COG2217	Cation transport ATPase	1	83
PROKKA_00179	COG1131	ABC-type multidrug transport system, ATPase component	5	294
PROKKA_00184	COG0716	Flavodoxin	2	163
PROKKA_00186	COG0524	Sugar or nucleoside kinase, ribokinase family	1	83
PROKKA_00189	COG3344	Retron-type reverse transcriptase	15	234
PROKKA_00193	COG0739	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain	65	189
PROKKA_00195	COG1192	Cellulose biosynthesis protein BcsQ	1	253
PROKKA_00196	COG5527	Protein involved in initiation of plasmid replication	108	230
PROKKA_00197	COG0228	Ribosomal protein S16	2	83
PROKKA_00199	COG0482	tRNA U34 2-thiouridine synthase MnmA/TrmU, contains the PP-loop ATPase domain	4	196
PROKKA_00201	COG2315	Predicted DNA-binding protein with ‘double-wing’ structural motif, MmcQ/YjbR family	1	121
PROKKA_00204	COG0574	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase	7	890
PROKKA_00209	COG3119	Arylsulfatase A or related enzyme	154	308
PROKKA_00209	COG3119	Arylsulfatase A or related enzyme	27	119
PROKKA_00210	COG3250	Beta-galactosidase/beta-glucuronidase	27	673
PROKKA_00211	COG3119	Arylsulfatase A or related enzyme	36	476
PROKKA_00212	COG3250	Beta-galactosidase/beta-glucuronidase	60	957
PROKKA_00214	COG4953	Membrane carboxypeptidase/penicillin-binding protein PbpC	27	767
PROKKA_00215	COG2373	Uncharacterized conserved protein YfaS, alpha-2-macroglobulin family	228	1750
PROKKA_00216	COG2814	Predicted arabinose efflux permease, MFS family	35	348
PROKKA_00217	COG1853	NADH-FMN oxidoreductase RutF, flavin reductase (DIM6/NTAB) family	10	175
PROKKA_00218	COG0627	S-formylglutathione hydrolase FrmB	45	258
PROKKA_00219	COG4974	Site-specific recombinase XerD	2	295
PROKKA_00220	COG1544	Ribosome-associated translation inhibitor RaiA	1	98
PROKKA_00223	COG0463	Glycosyltransferase involved in cell wall bisynthesis	1	95
PROKKA_00224	COG0463	Glycosyltransferase involved in cell wall bisynthesis	1	293
PROKKA_00225	COG1887	CDP-glycerol glycerophosphotransferase, TagB/SpsB family	77	316
PROKKA_00226	COG2509	Uncharacterized FAD-dependent dehydrogenase	24	513
PROKKA_00228	COG4974	Site-specific recombinase XerD	131	383
PROKKA_00231	COG1404	Serine protease, subtilisin family	211	491
PROKKA_00234	COG4771	Outer membrane receptor for ferrienterochelin and colicins	87	244
PROKKA_00237	COG3142	Copper homeostasis protein CutC	1	243
PROKKA_00238	COG1305	Transglutaminase-like enzyme, putative cysteine protease	66	256
PROKKA_00239	COG3669	Alpha-L-fucosidase	72	355
PROKKA_00240	COG0176	Transaldolase	7	165
PROKKA_00244	COG2849	Antitoxin component YwqK of the YwqJK toxin-antitoxin module	65	152
PROKKA_00244	COG2849	Antitoxin component YwqK of the YwqJK toxin-antitoxin module	94	159
PROKKA_00244	COG2849	Antitoxin component YwqK of the YwqJK toxin-antitoxin module	65	165
PROKKA_00245	COG3943	Uncharacterized conserved protein	4	126
PROKKA_00247	COG3049	Penicillin V acylase or related amidase, Ntn superfamily	1	323
PROKKA_00250	COG1629	Outer membrane receptor proteins, mostly Fe transport	16	454
PROKKA_00251	COG4771	Outer membrane receptor for ferrienterochelin and colicins	134	296
PROKKA_00252	COG2220	L-ascorbate metabolism protein UlaG, beta-lactamase superfamily	109	363
PROKKA_00253	COG3247	Uncharacterized membrane protein HdeD, DUF308 family	16	187
PROKKA_00254	COG3189	Uncharacterized conserved protein YeaO, DUF488 family	1	115
PROKKA_00255	COG0346	Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme	1	127
PROKKA_00257	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	16	190
PROKKA_00258	COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	4	299
PROKKA_00259	COG0442	Prolyl-tRNA synthetase	8	494
PROKKA_00264	COG0668	Small-conductance mechanosensitive channel	68	358
PROKKA_00265	COG1523	Pullulanase/glycogen debranching enzyme	37	621
PROKKA_00268	COG2135	Putative SOS response-associated peptidase YedK	1	211
PROKKA_00270	COG1814	Predicted Fe2+/Mn2+ transporter, VIT1/CCC1 family	63	279
PROKKA_00274	COG3546	Mn-containing catalase (includes spore coat protein CotJC)	1	272
PROKKA_00275	COG0366	Glycosidase	24	367
PROKKA_00277	COG3476	Tryptophan-rich sensory protein (mitochondrial benzodiazepine receptor homolog)	1	157
PROKKA_00278	COG0778	Nitroreductase	53	202
PROKKA_00279	COG0389	Nucleotidyltransferase/DNA polymerase involved in DNA repair	4	336
PROKKA_00281	COG4775	Outer membrane protein assembly factor BamA	112	764
PROKKA_00284	COG4277	Predicted DNA-binding protein with the Helix-hairpin-helix motif	5	419
PROKKA_00285	COG0655	Multimeric flavodoxin WrbA	1	198
PROKKA_00289	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE	7	238
PROKKA_00290	COG4591	ABC-type transport system, involved in lipoprotein release, permease component	47	414
PROKKA_00291	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	2	241
PROKKA_00292	COG2738	Zn-dependent membrane protease YugP	46	232
PROKKA_00294	COG1696	D-alanyl-lipoteichoic acid acyltransferase DltB, MBOAT superfamily	55	429
PROKKA_00296	COG1190	Lysyl-tRNA synthetase (class II)	4	495
PROKKA_00297	COG0149	Triosephosphate isomerase	1	252
PROKKA_00300	COG3568	Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family	31	292
PROKKA_00302	COG2271	Sugar phosphate permease	8	344
PROKKA_00303	COG1069	Ribulose kinase	5	548
PROKKA_00304	COG1629	Outer membrane receptor proteins, mostly Fe transport	123	784
PROKKA_00306	COG1409	3',5'-cyclic AMP phosphodiesterase CpdA	174	345
PROKKA_00309	COG1082	Sugar phosphate isomerase/epimerase	122	327
PROKKA_00310	COG1555	DNA uptake protein ComE and related DNA-binding proteins	193	266
PROKKA_00311	COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	1	451
PROKKA_00312	COG2103	N-acetylmuramic acid 6-phosphate (MurNAc-6-P) etherase	1	264
PROKKA_00313	COG2971	BadF-type ATPase, related to human N-acetylglucosamine kinase	6	218
PROKKA_00315	COG3968	Glutamine synthetase type III	2	373
PROKKA_00316	COG3968	Glutamine synthetase type III	19	330
PROKKA_00317	COG1884	Methylmalonyl-CoA mutase, N-terminal domain/subunit	18	468
PROKKA_00318	COG1884	Methylmalonyl-CoA mutase, N-terminal domain/subunit	30	550
PROKKA_00319	COG1979	Alcohol dehydrogenase YqhD, Fe-dependent ADH family	1	380
PROKKA_00321	COG1253	Hemolysin or related protein, contains CBS domains	16	420
PROKKA_00325	COG2067	Long-chain fatty acid transport protein	4	414
PROKKA_00326	COG1521	Pantothenate kinase type III	3	239
PROKKA_00327	COG1197	Transcription-repair coupling factor (superfamily II helicase)	307	1108
PROKKA_00327	COG1197	Transcription-repair coupling factor (superfamily II helicase)	24	230
PROKKA_00328	COG1530	Ribonuclease G or E	3	472
PROKKA_00329	COG0776	Bacterial nucleoid DNA-binding protein	1	76
PROKKA_00330	COG2204	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	1	160
PROKKA_00331	COG0802	tRNA A37 threonylcarbamoyladenosine biosynthesis protein TsaE	2	138
PROKKA_00333	COG0249	DNA mismatch repair ATPase MutS	261	527
PROKKA_00334	COG1835	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains	41	260
PROKKA_00335	COG1835	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains	10	108
PROKKA_00336	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family	75	201
PROKKA_00337	COG1506	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	34	703
PROKKA_00348	COG4623	Membrane-bound lytic murein transglycosylase MltF	69	194
PROKKA_00351	COG1183	Phosphatidylserine synthase	1	183
PROKKA_00352	COG0836	Mannose-1-phosphate guanylyltransferase	6	334
PROKKA_00353	COG0770	UDP-N-acetylmuramyl pentapeptide synthase	6	414
PROKKA_00354	COG2267	Lysophospholipase, alpha-beta hydrolase superfamily	13	106
PROKKA_00355	COG1640	4-alpha-glucanotransferase	227	580
PROKKA_00355	COG1640	4-alpha-glucanotransferase	664	858
PROKKA_00356	COG1694	NTP pyrophosphatase, house-cleaning of non-canonical NTPs	27	95
PROKKA_00358	COG1297	Uncharacterized membrane protein, oligopeptide transporter (OPT) family	23	625
PROKKA_00360	COG2195	Di- or tripeptidase	13	415
PROKKA_00361	COG0171	NH3-dependent NAD+ synthetase	363	598
PROKKA_00363	COG0334	Glutamate dehydrogenase/leucine dehydrogenase	23	449
PROKKA_00365	COG1508	DNA-directed RNA polymerase specialized sigma subunit, sigma54 homolog	23	473
PROKKA_00366	COG0017	Aspartyl/asparaginyl-tRNA synthetase	4	465
PROKKA_00367	COG3250	Beta-galactosidase/beta-glucuronidase	127	474
PROKKA_00368	COG1576	23S rRNA pseudoU1915 N3-methylase RlmH	1	155
PROKKA_00369	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	114	192
PROKKA_00370	COG1629	Outer membrane receptor proteins, mostly Fe transport	53	785
PROKKA_00372	COG0157	Nicotinate-nucleotide pyrophosphorylase	8	281
PROKKA_00373	COG1368	Phosphoglycerol transferase MdoB or a related enzyme of AlkP superfamily	262	571
PROKKA_00374	COG4866	Uncharacterized protein	4	295
PROKKA_00376	COG0190	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	1	284
PROKKA_00377	COG0151	Phosphoribosylamine-glycine ligase	5	372
PROKKA_00378	COG0138	AICAR transformylase/IMP cyclohydrolase PurH	1	509
PROKKA_00379	COG3871	General stress protein 26 (function unknown)	1	139
PROKKA_00380	COG0299	Folate-dependent phosphoribosylglycinamide formyltransferase PurN	3	186
PROKKA_00381	COG0150	Phosphoribosylaminoimidazole (AIR) synthetase	1	64
PROKKA_00382	COG0150	Phosphoribosylaminoimidazole (AIR) synthetase	1	247
PROKKA_00383	COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	9	464
PROKKA_00384	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase	1	233
PROKKA_00386	COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	166	922
PROKKA_00387	COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	42	353
PROKKA_00388	COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	1	154
PROKKA_00389	COG3537	Putative alpha-1,2-mannosidase	9	770
PROKKA_00390	COG3537	Putative alpha-1,2-mannosidase	23	735
PROKKA_00392	COG3537	Putative alpha-1,2-mannosidase	19	751
PROKKA_00393	COG2152	Predicted glycosyl hydrolase, GH43/DUF377 family	25	333
PROKKA_00395	COG0540	Aspartate carbamoyltransferase, catalytic chain	1	301
PROKKA_00396	COG0461	Orotate phosphoribosyltransferase	1	202
PROKKA_00398	COG0284	Orotidine-5'-phosphate decarboxylase	1	232
PROKKA_00399	COG0167	Dihydroorotate dehydrogenase	19	317
PROKKA_00400	COG0543	NAD(P)H-flavin reductase	1	246
